Label,EmailText
0,Team outing this Friday Please find attached the project updates and timeline.
0,Workshop on Cybersecurity Your quarterly review is scheduled for next week.
0,Weekly newsletter - June Edition Join us for a fun team outing this Friday evening.
1,Claim your reward today! Reset your credentials to avoid security issues.
0,Reminder: Submit your timesheet You are invited to attend the cybersecurity awareness workshop.
1,Claim your reward today! Reset your credentials to avoid security issues.
0,Team outing this Friday Your quarterly review is scheduled for next week.
1,Unusual activity found Provide your personal information to restore access.
1,Your account has been suspended Failure to update will result in account suspension.
1,Your account has been suspended Reactivate your account by logging in through this link.
1,Claim your reward today! Failure to update will result in account suspension.
0,Weekly newsletter - June Edition Attached is the invoice for services rendered in May.
1,Urgent: Update your password Verify your account details to continue using our services.
0,Quarterly performance review Join us for a fun team outing this Friday evening.
1,Reset your password now You have an unclaimed reward. Act now!
0,Invoice for May services Welcome our new team members and join the onboarding session.
0,Meeting rescheduled to 3 PM Your quarterly review is scheduled for next week.
1,Action required: Verify your identity We noticed a suspicious login attempt. Confirm your identity.
1,Confirm your account information Congratulations! You've won a gift card. Claim it by clicking here.
0,Invoice for May services Your quarterly review is scheduled for next week.
1,Suspicious login attempt detected Verify your account details to continue using our services.
1,Reset your password now Your account has been compromised. Update your password now.
1,Suspicious login attempt detected Congratulations! You've won a gift card. Claim it by clicking here.
1,Reset your password now Click the link below to verify your account immediately.
0,Weekly newsletter - June Edition Here are the updates to the HR policy for your review.
0,New employee onboarding Welcome our new team members and join the onboarding session.
1,Reset your password now You have an unclaimed reward. Act now!
0,HR Policy Updates Here are the updates to the HR policy for your review.
0,HR Policy Updates Check out our latest updates in the June newsletter.
0,New employee onboarding This is a reminder to submit your timesheet by EOD.
1,Reset your password now Verify your account details to continue using our services.
1,Confirm your account information Failure to update will result in account suspension.
1,Suspicious login attempt detected Failure to update will result in account suspension.
1,Final notice: Your invoice is due Click the link below to verify your account immediately.
0,Reminder: Submit your timesheet Let me know if 3 PM works for the meeting.
1,Action required: Verify your identity Provide your personal information to restore access.
1,Your account has been suspended Failure to update will result in account suspension.
1,You've won a prize! Reactivate your account by logging in through this link.
0,Workshop on Cybersecurity Attached is the invoice for services rendered in May.
1,Action required: Verify your identity Congratulations! You've won a gift card. Claim it by clicking here.
1,Reset your password now Click the link below to verify your account immediately.
1,Reset your password now Provide your personal information to restore access.
1,You've won a prize! Reset your credentials to avoid security issues.
1,Unusual activity found Verify your account details to continue using our services.
1,Suspicious login attempt detected Failure to update will result in account suspension.
1,Urgent: Update your password Congratulations! You've won a gift card. Claim it by clicking here.
1,Your account has been suspended Congratulations! You've won a gift card. Claim it by clicking here.
